publishedAt,authorDisplayName,textDisplay,likeCount
2024-10-15T05:28:51Z,@soegengaditjandra,WASIT BOTOL!,0
2024-10-15T05:09:05Z,@ristandikayan1122,"kita lihat nanti malam wasit asal uae,apakah masih me musuhi ind atau adil ?",0
2024-10-15T05:07:15Z,@ristandikayan1122,mengapa wasit dari negara islam kok memusuhi ind yang sama2 negara beragama islam terbanyak di dunia ? aneh,0
2024-10-15T05:35:36Z,@MIGHUELBOMM,PRETTT,0
2024-10-15T04:13:32Z,@MedanKembaraEnterprise,Pertandingan paling haram yang pernah terjadi.,0
2024-10-15T04:11:23Z,@YudiWahono-i4s,",,",1
2024-10-15T04:09:50Z,@YudiWahono-i4s,😂,1
2024-10-15T04:05:21Z,@YudiWahono-i4s,😂,1
2024-10-15T04:04:55Z,@wahyupriyanto6441,Kita akan pasang sepanduk pas bahrain ke indonesia 90+6=99,0
2024-10-15T04:00:46Z,@anto-yh5im,"ini jelas wasit yg aneh, 90+6=100 (tolerani waktu yg berlebihan),  dan gak ada Var harusnya itu offside kan.",0
2024-10-15T03:37:09Z,@WahYudi-z6r1l,Bahrain ngk punya malu,0
2024-10-15T03:28:35Z,@yeageris7393,Wasit curang anjh,0
2024-10-15T03:11:06Z,@lionelnathantirta5675,90+6=99,0
2024-10-15T03:05:54Z,@jokyharya2368,Marten paes menjadi idola saya setelah cr 7,0
2024-10-15T03:04:29Z,@SabirinYasnani,Pihak erik  thohir  wakil timnas bisa  ajukan protes  pada FiFA,0
2024-10-15T02:52:47Z,@dinalgusti3503,Chemistry main timnas belum terbentuk. Butuh proses sih. Semoga makin kompak.,0
2024-10-15T02:03:37Z,@erianto5621,Semoga malam ini bisa mengalahkan pemain China asal wasit jujur tidak memihak salah satu negara,0
2024-10-15T01:44:25Z,@rizhangaming2045,Wasite taekkk..!!!,0
2024-10-15T01:34:13Z,@muhirsa986,Mantap wasit angka tambahan waktu 6 menit ke balik yah jadi angka 9.semangat wasit kau memalukan jijik kau wasit,0
2024-10-15T01:28:55Z,@heriirawan4060,Lawan cina nanti timnas harus memperkuat pertahanan takutnya cina kaya bahrain drama mainya,0
2024-10-15T01:28:25Z,@yudoandrias2062,"90 + 6 = 100,42    bahrain dan wasit bikin malu dunia sepakbola",0
2024-10-15T01:28:02Z,@EdyWinaryo,Ngapain kok di salami wasit busuk aja kok di hormati  timnas tetap menang  gol kedua bahrain tidak sah,0
2024-10-15T01:27:06Z,@SimpelAja-kr8xd,kalahnya timnas indonesia sering kehilangan pasing pasing bola apa lagi di menit akhir kurangya kerja keras kurangnya fokus kurangnya semangat itu yang menjadi faktor kelemahan timnas indonesia jika diamati dengan bijak dan baik,0
2024-10-15T01:25:31Z,@hotsparda7691,ini komentator nya langsung dari pesantren kayk nya y.. wkwkwkwk,0
2024-10-15T00:57:59Z,@rezkymustakim7011,"sangat menyedihkan sekali , dibantu wasit",0
2024-10-15T00:52:03Z,@SahabatBibitKita1,Haduh 😱,0
2024-10-15T00:48:12Z,@AnggaAditya-c5t,semoga indo ga lolos pindun,0
2024-10-15T05:37:05Z,@MIGHUELBOMM,BOT TOWEL,0
2024-10-15T00:02:06Z,@arissetiawan704,semoga tim garuda menang dgn skor ...2 _ 1   untuk garuda ...,0
2024-10-14T23:53:20Z,@suntube2204,"Bahrain punya fulus, tapi tak berkelas... 😂😂😂",0
2024-10-14T23:42:56Z,@FadelyOme,Bapak ahmed meningaal,0
2024-10-14T23:42:36Z,@FadelyOme,Ae ahmed al kaf botak,0
2024-10-14T23:30:36Z,@cryptosepuluh1492,"Waktu pemain bahrain guling2, harusnya diludahi saja mukak nya",0
2024-10-14T23:18:36Z,@KahfiGhifari,Wasit na sama indo vs usbezkistan,0
2024-10-14T23:15:06Z,@STCahya-z7c,Woi apasih udah lewat parah 100 menit bukanya aslinya 96,0
2024-10-14T22:31:27Z,@Haryadi-z8q,Wasit nya ngajak gelot,0
2024-10-14T22:23:21Z,@NamikazeMinato-uc7ve,😂Bahrain main ky tarkam,0
2024-10-14T22:17:58Z,@StringTone-t6v,Kon lapo nek kosong,0
2024-10-14T20:23:30Z,@Kuliki68-oz4fk,"Kepala gundul, jidat hitam mafia",0
2024-10-14T20:15:34Z,@dewisicipto4040,Sekalian tambah waktu 5 jam biar tepar se lapangan,0
2024-10-14T19:33:23Z,@SevyHale,Indonesia luar biasa🎉❤.bahrain pengecuttt dengat botak yng sdh di sogok,0
2024-10-14T19:00:28Z,@izk8190,ALHAMDULILLAH KALAH. INDONESIA MENCURANGI RAKTATNYA SENDIRI DENGAN MEMBAWA PEMAIN 99% PEMAIN LUAR TERMASUK PELATIH.DENGAN LEBEL TIMNAS INDONESIA.  SYUKUR MAKASI YAALLAH. SEMOGA DENGAN KEKALAHAN DICURANGI INI OTAK RAKYAT INDONESIA TERBUKA YG MENDUKUNG TIM LUAR LEBEL TIMNAS INDINESIA,0
2024-10-15T05:38:20Z,@MIGHUELBOMM,PRIBABU JAWIR KEPANASAN LONDO IRENG 😂🤣🖕,0
2024-10-14T18:28:53Z,@Kmzwa8awaaVegelante,"Ole Romeny, Mauro Zilstra, Jairo, Ian Maatsen <br><br>Please Pak Erick Tohir, Rekrut Mereka <br><br>Agar Indonesia bisa mengobrak-abrik Gawang Arab Saudi dan Bahrain di GBK dengan skor menang telak dan juga membantai Australia dgn skor Telak<br><br>Dendam banget sama Bahrain dan Australia",0
2024-10-14T17:50:33Z,@iswanto5763,Timur Tengah negara kaya ...<br>Suap wasit demi gengsi mudah .,0
2024-10-14T17:46:10Z,@DianaAyuba-b9i,lawan yang paling menjijikkan,0
2024-10-14T17:36:46Z,@DianSudiana-n1w,Wasitnya butuh duit,0
2024-10-14T17:33:45Z,@ittosuhargo1552,Gamau nonton pertandingan ini lg sebel sm bahrain dan wasitnya,0
2024-10-14T17:31:52Z,@MasjidAbuBakarAsh-Shiddiq,Semoga menang melawan china,1
2024-10-14T17:17:43Z,@FananiArdianto,"Mungkin federasi Asia Barat membentuk federasi sendiri dan keluar dari AFC,biar diisi oleh negara2 TimTeng .boleh dikasih nama Benua Unta.😂😂😂😅",0
2024-10-14T17:14:47Z,@YOGIEXE27,King Indo VS Wasit!,0
2024-10-14T16:56:14Z,@saipulgamezz5326,Besok waktu lawan China lokal cadangan dlu Seandainya Rafael struick tidak tarik keluar lain cerita mungkin Bahrain 1 vs 3 Indonesia win,0
2024-10-14T16:26:00Z,@Rikisinema,Apakah king indo akan masuk piala dunia cuy,0
2024-10-14T15:11:16Z,@Awal_19,Botak botak buta waktu nying waktu,0
2024-10-14T15:07:45Z,@m.rezzal6552,Fifa wajib baned negara2 timur tengah,0
2024-10-14T14:56:34Z,@edysiakoy8718,90+6=99,0
2024-10-14T14:46:09Z,@dwipurwanto5052,90 + 6 =  ?<br>  A.96  B.97  C.98<br>  D.99  E.Waiting for Bahrain to score,0
2024-10-14T14:36:37Z,@abangmandarr1099,90+6 berapa botak =99 makanya jangan bolos mtk,0
2024-10-14T13:49:49Z,@Reyxcasillas,𝟗𝟎 + 𝟔 = 🗿,0
2024-10-14T13:40:41Z,@AbdulHamid-vu9db,12bahrain vs 11 pemain indonesia pd g sadar yg main bahrain lebih orgnya,0
2024-10-14T13:38:54Z,@NizaAvula,"Bahrain tim aneh , badan kekar tapi letoy, suka guling 2",0
2024-10-14T13:38:18Z,@MixDongPENUNGGANGKUDA,BARANGSIAPA PERCAYA KEPADA YESUS IA AKAN MENDAPAT PENGAMPUNAN DOSA9,0
2024-10-14T13:31:05Z,@AdiLafau,Sayang banget wasit berpihak sebelah,0
